date,sample_split_main,ret_1d,regime,regime_t_plus_1,regime_pred,proba_0,proba_1,proba_2,target_exposure_ml_hard,target_exposure_ml_proba,strategy_exposure_ml_hard,strategy_exposure_ml_proba,benchmark_return,ml_hard_return,ml_proba_return,benchmark_cum,ml_hard_cum,ml_proba_cum,benchmark_drawdown,ml_hard_drawdown,ml_proba_drawdown
2024-02-20,test,0.0093480529231795,0,0,0,0.9852342,0.0005604406,0.0142054055,1.0,0.996028364275,1.0,0.9949691939125,0.0093480529231795,0.0093480529231795,0.009301024681627298,1.2394063553487888,1.1561919515068713,1.1430417888822906,-0.02143666199746508,-0.02143666199746508,-0.021445973781131666
2024-02-21,test,0.0068502257075073,0,0,0,0.98403037,0.00061093416,0.015358739,1.0,0.99570215779,1.0,0.996028364275,0.0068502257075073,0.0068502257075073,0.00682301910636305,1.247925715080128,1.164139316881316,1.150867451811681,-0.014710269914379959,-0.014710269914379959,-0.014746451469812794
2024-02-22,test,0.0031314890571518,0,0,0,0.9843737,0.00053766376,0.015088713,1.0,0.99582465069,1.0,0.99570215779,0.0031314890571518,0.0031314890571518,0.0031180304113018202,1.2518397059123147,1.167790520281167,1.154461491776958,-0.011620009874057535,-0.011620009874057424,-0.011669606587481507
2024-02-23,test,-0.0008190415860315,0,0,0,0.9823416,0.00054809527,0.017110249,1.0,0.9953113105675001,1.0,0.99582465069,-0.0008190415860315,-0.0008190415860315,-0.000815621801310402,1.2508148169047801,1.1668344428683106,1.1535202717074737,-0.012429202762222813,-0.012429202762222813,-0.012475381754680326
2024-02-26,test,0.000769725357457,0,0,0,0.9836172,0.0005132811,0.01586956,1.0,0.995647690275,1.0,0.9953113105675001,0.000769725357457,0.000769725357457,0.0007661163543075641,1.251777971421508,1.1677329306770043,1.1544043410594076,-0.011668751845673953,-0.011668751845673953,-0.01171853311431914
2024-02-27,test,-0.0024294247340883,0,0,0,0.9794844,0.00054634945,0.019969288,1.0,0.9945979533625,1.0,0.995647690275,-0.0024294247340883,-0.0024294247340883,-0.002418851125191972,1.248740562128707,1.164899454664385,1.1516153832168297,-0.014066913968706518,-0.014066913968706518,-0.014106150043423638
2024-02-28,test,-0.0044791771242069,0,0,0,0.97184575,0.0005989432,0.027555265,1.0,0.99266193455,1.0,0.9945979533625,-0.0044791771242069,-0.0044791771242069,-0.004454980400484311,1.2431597400447365,1.159693331952143,1.1464963702732234,-0.018473207242676093,-0.018473207242675982,-0.018488518890262262
2024-02-29,test,-0.0067065664406097,0,0,0,0.9669945,0.0007116797,0.03229378,1.0,0.991392754925,1.0,0.99266193455,-0.0067065664406097,-0.0067065664406097,-0.006657353217123733,1.234850301697176,1.15194179372779,1.1388890892489913,-0.025033857582432373,-0.025033857582432262,-0.025001085226196373
2024-03-01,test,0.0063192067778533,0,0,0,0.9743196,0.0007114321,0.02496902,1.0,0.993224223025,1.0,0.991392754925,0.0063192067778533,0.0063192067778533,0.006264815816436716,1.2426782833615497,1.1592442005274914,1.1460464158858796,-0.018853337501787304,-0.018853337501787415,-0.01887372324729686
2024-03-04,test,0.0005065543702645,0,0,0,0.9852998,0.00058339036,0.014116816,1.0,0.99603325959,1.0,0.993224223025,0.0005065543702645,0.0005065543702645,0.0005031220708258762,1.243307926937708,1.1598315694980723,1.1466231622066383,-0.01835620747096378,-0.01835620747096367,-0.01837997276522818
2024-03-05,test,0.0046861967534148,0,0,0,0.9865492,0.0005133114,0.012937457,1.0,0.9963806206000001,1.0,0.99603325959,0.0046861967534148,0.0046861967534148,0.004667607827383819,1.2491479856529966,1.1652795235559195,1.1519876593986627,-0.013745235995869853,-0.013745235995869742,-0.013787445722950542
2024-03-06,test,0.0078861690375335,0,0,0,0.9900733,0.00046178408,0.009464885,1.0,0.9972874097700001,1.0,0.9963806206000001,0.0078861690375335,0.0078861690375335,0.007857625999774135,1.259037923425353,1.1745054456305923,1.161075204089189,-0.005936715023399097,-0.005936715023399097,-0.006007630906158967
2024-03-07,test,0.0119317698044574,0,0,0,0.9887285,0.0005681324,0.010703394,1.0,0.9968980786,1.0,0.9972874097700001,0.0119317698044574,0.0119317698044574,0.01189940380225922,1.2741504544297524,1.1886033132417904,1.1749738355025683,0.0,0.0,0.0
